"name","gps","datetime","no2","o3_1hr","o3_4hr","o3_8hr","co","pm10_1_hr","pm2_5_1_hr","pm10","pm2_5","aqi_co","aqi_no2","aqi_o3_1hr","aqi_o3_4hr","aqi_o3_8hr","aqi_pm10","aqi_pm2_5","aqi_site","date","time"
"Civic","
,  
(-35.285399, 149.131536)","2013-11-24T16:00:00.000",,,"0.020","0.019","0.07",,,,,"1",,,"25",,,,"25","2013-11-24T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-11-19T23:00:00.000","0.008","0.000","0.000","0.004","0.19",,,,,"2","8","0","0",,,,"8","2013-11-19T00:00:00.000","23:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-11-17T16:00:00.000",,,"0.013","0.013","0.07",,,,,"1",,,"16",,,,"16","2013-11-17T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-11-03T16:00:00.000",,,"0.023","0.024","0.08",,,,,"1",,,"28",,,,"28","2013-11-03T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-10-17T01:00:00.000","0.000","0.024","0.023","0.020","0.08",,,,,"1","2","24","28",,,,"28","2013-10-17T00:00:00.000","01:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-09-13T00:00:00.000","0.001","0.023","0.025","0.024","0.46",,,,,"5","2","23","31",,,,"31","2013-09-13T00:00:00.000","00:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-09-12T16:00:00.000",,,"0.026","0.023","0.39",,,,,"4",,,"32",,,,"32","2013-09-12T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-09-10T16:00:00.000",,,"0.027","0.027","0.04",,,,,"0",,,"34",,,,"34","2013-09-10T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-08-05T16:00:00.000",,,"0.022","0.018","0.04",,,,,"0",,,"27",,,,"27","2013-08-05T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-08-02T16:00:00.000",,,"0.025","0.020","0.23",,,,,"3",,,"31",,,,"31","2013-08-02T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-07-26T09:00:00.000","0.056","0.000","0.000","0.000","0.38",,,,,"4","11","0","0",,,,"11","2013-07-26T00:00:00.000","09:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-07-15T16:00:00.000",,,,,"0.41",,,,,"5",,,,,,,"5","2013-07-15T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-04-30T23:00:00.000","0.027","0.000","0.000","0.002","0.93",,,,,"10","18","0","0",,,,"18","2013-04-30T00:00:00.000","23:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-03-31T13:00:00.000","0.001",,,,"0.22",,,,,"2","2",,,,,,"2","2013-03-31T00:00:00.000","13:00"
"Monash","
,  
(-35.418302, 149.094018)","2013-03-18T16:00:00.000",,,"0.022","0.020","0.00","2.0",,"4.0",,"0",,,"27","31","8",,"27","2013-03-18T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-02-28T16:00:00.000",,,"0.010","0.010","0.19",,,,,"2",,,"12",,,,"12","2013-02-28T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-02-23T16:00:00.000",,,"0.014","0.015","0.10",,,,,"1",,,"18",,,,"18","2013-02-23T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-02-09T18:00:00.000","0.005","0.022","0.024","0.031","0.22",,,,,"2","8","22","30",,,,"30","2013-02-09T00:00:00.000","18:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-01-30T16:00:00.000",,,"0.035","0.028","0.13",,,,,"1",,,"43",,,,"43","2013-01-30T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-01-08T16:00:00.000",,,"0.008","0.007","0.13",,,,,"1",,,"10",,,,"10","2013-01-08T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-01-03T03:00:00.000","0.000","0.006","0.007","0.006","0.03",,,,,"0","0","6","8",,,,"8","2013-01-03T00:00:00.000","03:00"
"Civic","
,  
(-35.285399, 149.131536)","2013-01-02T16:00:00.000",,,"0.009","0.009","0.08",,,,,"1",,,"12",,,,"12","2013-01-02T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-12-12T15:00:00.000",,,,"0.012",,,,,,,,,,,,,"0","2012-12-12T00:00:00.000","15:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-12-11T12:00:00.000","0.001","0.010","0.010","0.010",,,,,,,"3","10","13",,,,"13","2012-12-11T00:00:00.000","12:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-12-08T16:00:00.000",,,"0.026","0.027",,,,,,,,,"32",,,,"32","2012-12-08T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-11-24T04:00:00.000","0.000","0.014","0.015","0.014","0.00",,,,,"0","3","14","18",,,,"18","2012-11-24T00:00:00.000","04:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-11-19T16:00:00.000",,,"0.014","0.014","0.63",,,,,"7",,,"17",,,,"17","2012-11-19T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-10-22T16:00:00.000",,,"0.014","0.013","0.09",,,,,"1",,,"18",,,,"18","2012-10-22T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-10-20T16:00:00.000",,,"0.027","0.023","0.19",,,,,"2",,,"34",,,,"34","2012-10-20T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-10-11T16:00:00.000",,,"0.014","0.016","0.01",,,,,"0",,,"17",,,,"17","2012-10-11T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-09-05T16:00:00.000",,,"0.024","0.017","0.21",,,,,"2",,,"30",,,,"30","2012-09-05T00:00:00.000","16:00"
"Monash","
,  
(-35.418302, 149.094018)","2012-08-31T16:00:00.000",,,"0.028","0.028","0.10",,,,,"1",,,"35","42",,,"35","2012-08-31T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-07-03T03:00:00.000","0.012","0.000","0.000","0.000","0.60",,,,,"7","9","0","0",,,,"9","2012-07-03T00:00:00.000","03:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-06-07T16:00:00.000",,,"0.008","0.005","0.25",,,,,"3",,,"10",,,,"10","2012-06-07T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-06-02T06:00:00.000","0.007","0.002","0.001","0.000","0.51",,,,,"6","9","2","1",,,,"9","2012-06-02T00:00:00.000","06:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-05-29T16:00:00.000",,,"0.013","0.007","0.26",,,,,"3",,,"16",,,,"16","2012-05-29T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-05-28T21:00:00.000","0.030","0.000","0.001","0.006","0.92",,,,,"10","18","0","1",,,,"18","2012-05-28T00:00:00.000","21:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-05-18T17:00:00.000","0.008","0.008","0.013","0.007","0.37",,,,,"4","16","8","16",,,,"16","2012-05-18T00:00:00.000","17:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-05-15T21:00:00.000","0.029","0.000","0.000","0.006","0.64",,,,,"7","18","0","0",,,,"18","2012-05-15T00:00:00.000","21:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-05-09T21:00:00.000","0.144","0.000","0.000","0.005","0.97",,,,,"11","21","0","0",,,,"21","2012-05-09T00:00:00.000","21:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-04-13T16:00:00.000",,,"0.015","0.010","0.22",,,,,"2",,,"19",,,,"19","2012-04-13T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-04-02T09:00:00.000","0.019","0.002","0.002","0.002","0.24",,,,,"3","9","2","3",,,,"9","2012-04-02T00:00:00.000","09:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-03-31T16:00:00.000",,,"0.019","0.013","0.22",,,,,"2",,,"24",,,,"24","2012-03-31T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-03-30T19:00:00.000","0.048","0.001","0.011","0.017","0.35",,,,,"4","25","1","14",,,,"25","2012-03-30T00:00:00.000","19:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-03-13T16:00:00.000",,,"0.022","0.016","0.16",,,,,"2",,,"27",,,,"27","2012-03-13T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-02-21T16:00:00.000",,,"0.019","0.017","0.11",,,,,"1",,,"23",,,,"23","2012-02-21T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-01-29T16:00:00.000",,,"0.021","0.018","0.09",,,,,"1",,,"26",,,,"26","2012-01-29T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-01-24T04:00:00.000","0.003","0.003","0.007","0.010","0.05",,,,,"1","6","3","8",,,,"8","2012-01-24T00:00:00.000","04:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-01-22T20:00:00.000","0.000","0.014","0.016","0.016","0.05",,,,,"1","2","14","19",,,,"19","2012-01-22T00:00:00.000","20:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-01-10T16:00:00.000",,,"0.015","0.017","0.07",,,,,"1",,,"19",,,,"19","2012-01-10T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2012-01-05T22:00:00.000","0.000","0.012","0.018","0.023","0.14",,,,,"2","0","12","23",,,,"23","2012-01-05T00:00:00.000","22:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-12-28T16:00:00.000",,,"0.018","0.015","0.09",,,,,"1",,,"23",,,,"23","2011-12-28T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-11-06T16:00:00.000",,,"0.041","0.037","0.26",,,,,"3",,,"51",,,,"51","2011-11-06T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-10-16T15:00:00.000","0.006","0.024","0.024","0.024","0.20",,,,,"2","6","24","30",,,,"30","2011-10-16T00:00:00.000","15:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-09-29T17:00:00.000","0.007","0.020","0.022","0.022","0.29",,,,,"3","6","20","28",,,,"28","2011-09-29T00:00:00.000","17:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-09-25T06:00:00.000","0.000","0.023","0.022","0.022","0.51",,,,,"6","1","23","27",,,,"27","2011-09-25T00:00:00.000","06:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-09-18T16:00:00.000",,,"0.033","0.031","0.74",,,,,"8",,,"42",,,,"42","2011-09-18T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-09-12T23:00:00.000","0.002","0.014","0.014","0.015","0.41",,,,,"5","13","14","18",,,,"18","2011-09-12T00:00:00.000","23:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-07-21T16:00:00.000",,,"0.024","0.024","0.14",,,,,"2",,,"30",,,,"30","2011-07-21T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-07-09T16:00:00.000",,,"0.022","0.022","0.23",,,,,"3",,,"28",,,,"28","2011-07-09T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-07-04T16:00:00.000",,,"0.025","0.021",,,,,,,,,"32",,,,"32","2011-07-04T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-06-14T16:00:00.000",,,"0.026","0.026","0.22",,,,,"2",,,"33",,,,"33","2011-06-14T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-06-03T23:00:00.000","0.011","0.004","0.005","0.009","0.57",,,,,"6","17","4","6",,,,"17","2011-06-03T00:00:00.000","23:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-05-27T16:00:00.000",,,"0.016","0.010","0.65",,,,,"7",,,"20",,,,"20","2011-05-27T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-05-12T02:00:00.000","0.000","0.020","0.017","0.016","0.30",,,,,"3","2","20","21",,,,"21","2011-05-12T00:00:00.000","02:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-05-11T16:00:00.000",,,"0.021","0.017","0.30",,,,,"3",,,"26",,,,"26","2011-05-11T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-04-17T16:00:00.000",,,"0.027","0.024","0.21",,,,,"2",,,"33",,,,"33","2011-04-17T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-04-16T16:00:00.000",,,"0.026","0.024","0.20",,,,,"2",,,"32",,,,"32","2011-04-16T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-03-29T12:00:00.000",,,,,,,,,,,,,,,,,"0","2011-03-29T00:00:00.000","12:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-03-08T16:00:00.000",,,"0.021","0.020","0.39",,,,,"4",,,"27","31",,,"27","2011-03-08T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-02-15T16:00:00.000",,,"0.014","0.014",,,,,,,,,"17","22",,,"17","2011-02-15T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-02-08T16:00:00.000",,,"0.026","0.022",,,,,,,,,"33","34",,,"33","2011-02-08T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-01-21T16:00:00.000",,,,,"0.67",,,,,"7",,,,,,,"7","2011-01-21T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-01-20T16:00:00.000",,,"0.029","0.025","0.35",,,,,"4",,,"36","38",,,"36","2011-01-20T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-01-19T16:00:00.000",,,"0.038","0.027","0.35",,,,,"4",,,"48","42",,,"48","2011-01-19T00:00:00.000","16:00"
"Civic","
,  
(-35.285399, 149.131536)","2011-01-18T16:00:00.000",,,"0.028","0.025","0.29",,,,,"3",,,"35","38",,,"35","2011-01-18T00:00:00.000","16:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-09-28T05:00:00.000","0.001","0.012","0.016","0.021","0.02","3.1","3.2","9.9","5.0","0","2","12","19",,"20","20","32","2023-09-28T00:00:00.000","05:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-03-10T12:00:00.000","0.000","0.036","0.031","0.020","0.52","0.3","5.4","10.9","6.5","5","0","36","38","31","21","26","38","2024-03-10T00:00:00.000","12:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-12-15T00:00:00.000","0.009","0.014","0.019","0.027","0.04","8.9","3.9","6.4","4.0","0","11","14","23",,"13","16","42","2023-12-15T00:00:00.000","00:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-04-21T20:00:00.000","0.027","0.002","0.013","0.018","0.25","40.4","20.9","11.5","6.2","3","33","2","16","28","23","25","33","2023-04-21T00:00:00.000","20:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-03-31T17:00:00.000",,"0.040","0.038","0.034","0.00","18.7","16.9","17.4","11.6","0","0","40","48","53","34","46","48","2024-03-31T00:00:00.000","17:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-10-01T23:00:00.000","0.007","0.024","0.034","0.036","0.13","20.9","10.1","20.9","12.7","1","9","24","42","55","42","51","55","2023-10-01T00:00:00.000","23:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-06-27T19:00:00.000",,"0.015","0.015","0.016",,"9.7","3.2","5.6","4.8",,,"15","19","24","11","19","24","2023-06-27T00:00:00.000","19:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-05-27T00:00:00.000",,"0.001","0.001","0.001",,"23.7","22.3","13.5","7.8",,,"1","1","2","27","31","31","2023-05-27T00:00:00.000","00:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-08-28T00:00:00.000",,"0.006","0.005","0.009",,"8.1","9.8","7.9","7.8",,,"6","6","14","16","31","31","2023-08-28T00:00:00.000","00:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-07-11T12:00:00.000","0.008","0.018","0.010","0.006","0.47","13.3","10.9","4.5","3.9","5","10","18","13","10","9","16","16","2023-07-11T00:00:00.000","12:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-08-04T05:00:00.000","0.007","0.002","0.004","0.003","0.60","12.6","16.9","19.4","17.9","7","8","2","4","5","39","72","72","2023-08-04T00:00:00.000","05:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-08-29T04:00:00.000","0.004","0.002","0.002","0.002","0.80","19.9","25.7","13.0","12.5","9","5","2","2","3","26","50","50","2023-08-29T00:00:00.000","04:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-03-28T07:00:00.000","0.011","0.006","0.019","0.023","0.02","13.0","8.1","15.2","8.5","0","9","6","24","36","30","34","36","2024-03-28T00:00:00.000","07:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-04-08T16:00:00.000",,,,"0.012",,,"0.0","0.0","3.1",,,,,,"0","12","12","2024-04-08T00:00:00.000","16:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-11-14T10:00:00.000","0.003","0.032","0.021","0.013","0.10","19.0","7.5","13.1","5.5","1","3","32","26",,"26","22","26","2023-11-14T00:00:00.000","10:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-04-15T19:00:00.000",,"0.021","0.022","0.021",,"9.9","8.5","5.1","4.4",,,"21","27","32","10","18","32","2023-04-15T00:00:00.000","19:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-08-31T12:00:00.000","0.001","0.022","0.015","0.011","0.06","7.4","5.8","9.1","7.0","1","2","22","19",,"18","28","28","2023-08-31T00:00:00.000","12:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-05-21T11:00:00.000","0.000","0.020","0.021","0.023","0.09","5.1","7.0","4.9","4.9","1","1","20","26",,"10","20","36","2023-05-21T00:00:00.000","11:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-04-18T06:00:00.000","0.003","0.002","0.001","0.001","0.42","10.6","10.6","12.7","10.1","5","4","2","2","2","25","40","40","2023-04-18T00:00:00.000","06:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-05-18T16:00:00.000",,,"0.025","0.017","0.25","2.7","0.4","14.7","11.3","3",,,"31",,"29","45","45","2023-05-18T00:00:00.000","16:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-09-05T06:00:00.000","0.003","0.020","0.019","0.012","0.19","9.3","5.5","15.1","10.6","2","3","20","23",,"30","43","43","2023-09-05T00:00:00.000","06:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-01-25T18:00:00.000","0.016","0.009","0.021","0.026","0.47","30.6","10.0","17.4","8.2","5","13","9","26","41","34","32","34","2024-01-25T00:00:00.000","18:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-01-19T19:00:00.000","0.000","0.028","0.031","0.029","0.07","15.6","12.3","9.2","5.6","0","0","28","39","45","18","22","45","2024-01-19T00:00:00.000","19:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-12-29T05:00:00.000","0.005","0.014","0.024","0.028","0.26","14.7","5.7","6.8","5.4","2","4","14","30","43","13","21","30","2023-12-29T00:00:00.000","05:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-01-21T22:00:00.000",,"0.026","0.031","0.032","0.00","18.0","1.7","21.5","7.1","0","0","26","38","50","43","28","43","2024-01-21T00:00:00.000","22:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-07-21T00:00:00.000","0.001","0.025","0.023","0.022","0.02","6.5","9.7","14.3","10.9","0","1","25","29",,"29","44","44","2023-07-21T00:00:00.000","00:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-07-07T06:00:00.000",,"0.025","0.023","0.022",,"1.9","5.9","6.0","5.2",,,"25","29",,"12","21","33","2023-07-07T00:00:00.000","06:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-09-17T17:00:00.000","0.000","0.034","0.035","0.032","0.00","7.0","4.1","13.6","8.8","0","1","34","43",,"27","35","50","2023-09-17T00:00:00.000","17:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-11-26T20:00:00.000","0.005","0.024","0.034","0.034","0.60","8.8","5.1","6.7","3.4","6","4","24","43","53","13","13","43","2023-11-26T00:00:00.000","20:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-10-30T22:00:00.000","0.003","0.023","0.025","0.028","0.12","14.3","3.8","17.9","5.7","1","4","23","31",,"36","23","43","2023-10-30T00:00:00.000","22:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-05-02T08:00:00.000","0.008","0.001","0.003","0.006","0.15","7.2","5.4","5.6","3.6","2","11","1","4","10","11","14","14","2023-05-02T00:00:00.000","08:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-10-16T04:00:00.000","0.000","0.020","0.021","0.022","0.01","0.3","2.1","6.2","4.2","0","0","20","26",,"12","17","33","2023-10-16T00:00:00.000","04:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-06-17T15:00:00.000",,"0.021","0.019","0.012",,"4.2","-0.5","8.8","7.3",,,"21","23","18","18","29","29","2023-06-17T00:00:00.000","15:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-08-11T07:00:00.000","0.007","0.000","0.002","0.006","0.19","6.3","-2.6","6.6","4.3","2","9","0","2",,"13","17","17","2023-08-11T00:00:00.000","07:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-03-10T00:00:00.000","0.006","0.018","0.020","0.027","0.53","16.6","9.6","13.2","6.3","5","5","18","25","42","26","25","26","2024-03-10T00:00:00.000","00:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-12-19T17:00:00.000","0.006","0.030","0.039","0.045","0.05","24.5","23.6","18.8","12.5","1","7","30","49",,"38","50","69","2023-12-19T00:00:00.000","17:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-04-29T23:00:00.000",,"0.014","0.016","0.015",,"2.6","5.2","5.1","2.8",,,"14","19","23","10","11","23","2023-04-29T00:00:00.000","23:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-02-27T14:00:00.000",,"0.022","0.018","0.015","0.00","4.7","2.2","9.5","3.5","0","0","22","23","24","19","14","23","2024-02-27T00:00:00.000","14:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-10-06T03:00:00.000","0.000","0.024","0.023","0.025","0.09","7.1","-3.7","4.7","2.3","1","0","24","28","38","9","9","38","2023-10-06T00:00:00.000","03:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-12-16T00:00:00.000","0.010","0.011","0.011","0.022","0.24","9.0","5.0","9.2","2.5","2","8","11","13","35","18","9","18","2023-12-16T00:00:00.000","00:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-01-25T00:00:00.000",,"0.024","0.023","0.024","0.00","17.3","8.1","19.4","8.0","0","0","24","29","38","38","32","38","2024-01-25T00:00:00.000","00:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-07-07T04:00:00.000",,"0.021","0.021","0.020",,"2.2","0.4","6.3","5.0",,,"21","27",,"13","20","31","2023-07-07T00:00:00.000","04:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-03-22T08:00:00.000","0.000","0.005","0.001","0.003","0.13","18.8","4.7","5.5","4.1","1","0","5","2","4","11","16","16","2024-03-22T00:00:00.000","08:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-04-24T06:00:00.000","0.006","0.003","0.012","0.017","0.12","8.3","6.1","11.2","11.1","1","7","3","15","26","22","44","44","2023-04-24T00:00:00.000","06:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-05-10T16:00:00.000",,,"0.020","0.015",,"21.5","0.1","16.3","8.8",,,,"25","23","33","35","35","2023-05-10T00:00:00.000","16:00"
"Monash","
,  
(-35.418302, 149.094018)","2024-03-17T13:00:00.000","0.000","0.020","0.018","0.014","0.08","0.0","0.6","5.5","3.5","0","0","20","23","21","11","14","23","2024-03-17T00:00:00.000","13:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-09-06T17:00:00.000",,"0.023","0.024","0.020",,"13.9","0.9","9.4","5.7",,,"23","30","31","19","23","31","2023-09-06T00:00:00.000","17:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-06-17T09:00:00.000","0.006","0.002","0.001","0.001","0.54","12.2","15.3","14.1","11.1","6","7","2","2","2","28","45","45","2023-06-17T00:00:00.000","09:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-01-24T00:00:00.000",,"0.017","0.019","0.021","0.00","11.4","8.8","6.1","2.8","0","0","17","24","32","12","11","24","2024-01-24T00:00:00.000","00:00"
"Civic","
,  
(-35.285307, 149.131579)","2024-01-21T13:00:00.000",,"0.037","0.036","0.025","0.00","26.9","2.8","17.5","8.1","0","0","37","45","39","35","32","45","2024-01-21T00:00:00.000","13:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-04-06T05:00:00.000","0.002","0.002","0.004","0.003","0.15","4.2","4.1","8.6","4.7","2","3","2","5","5","17","19","19","2023-04-06T00:00:00.000","05:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-03-26T07:00:00.000","0.006","0.001","0.001","0.002","0.13","5.9","6.0","10.0","6.5","1","5","1","2","4","19","26","26","2024-03-26T00:00:00.000","07:00"
"Civic","
,  
(-35.285307, 149.131579)","2023-11-26T02:00:00.000",,"0.018","0.017","0.020","0.00","9.1","7.0","7.5","3.2","0","0","18","22","31","15","12","22","2023-11-26T00:00:00.000","02:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-03-01T08:00:00.000","0.005","0.016","0.008","0.013","0.04","7.0","8.2","14.5","3.8","0","4","16","10","20","29","15","29","2024-03-01T00:00:00.000","08:00"
"Florey","
,  
(-35.220606, 149.0435)","2023-12-30T05:00:00.000","0.002","0.023","0.026","0.029","0.01","2.7","-1.0","5.3","1.8","0","2","23","32",,"11","7","45","2023-12-30T00:00:00.000","05:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-08-23T11:00:00.000","0.005","0.018","0.011","0.008","0.26","9.8","7.5","5.7","4.5","3","6","18","14","12","11","18","18","2023-08-23T00:00:00.000","11:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-09-19T10:00:00.000",,"0.024","0.009","0.007",,"15.1","11.9","19.7","11.2",,,"24","12","10","39","45","45","2023-09-19T00:00:00.000","10:00"
"Civic","
,  
(-35.285399, 149.131536)","2023-07-18T16:00:00.000",,,"0.020","0.013",,"8.1","0.0","11.9","8.8",,,,"26","20","24","35","35","2023-07-18T00:00:00.000","16:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-05-12T10:00:00.000","0.011","0.007","0.003","0.002","0.67","15.7","19.3","20.5","14.9","7","14","7","4","4","41","60","60","2023-05-12T00:00:00.000","10:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-11-25T18:00:00.000","0.003","0.025","0.029","0.028","0.60","5.7","3.9","5.4","2.2","6","3","25","37","44","10","8","37","2023-11-25T00:00:00.000","18:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-12-07T22:00:00.000","0.002","0.035","0.033","0.036","0.15","7.4","3.9","9.7","4.8","1","2","35","42","56","19","19","42","2023-12-07T00:00:00.000","22:00"
"Florey","
,  
(-35.220606, 149.043539)","2024-03-04T00:00:00.000","0.000","0.016","0.012","0.019","0.01","11.8","9.7","9.5","2.3","0","0","16","15","29","19","9","29","2024-03-04T00:00:00.000","00:00"
"Monash","
,  
(-35.418302, 149.094018)","2023-06-15T22:00:00.000","0.003","0.019","0.019","0.021","0.13","7.6","6.2","5.6","3.0","1","3","19","24","32","11","12","32","2023-06-15T00:00:00.000","22:00"
